number,title_name,title,name,party,mptype,province,zone,gender,birthdate*,education*,exoccupation*
53,นายลัทธจิต มีรักษ์,นาย,ลัทธจิต มีรักษ์,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
54,นายปรีดา มนตรี,นาย,ปรีดา มนตรี,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
55,นายสุกษม อามระดิษ,นาย,สุกษม อามระดิษ,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
56,นางสาวณิฐ์ภาวรรณย์ แตงเอี่ยม,นางสาว,ณิฐ์ภาวรรณย์ แตงเอี่ยม,ภูมิใจไทย,บัญชีรายชื่อ,,,female,,,
57,นายณรงค์กรณ์ คำแปง,นาย,ณรงค์กรณ์ คำแปง,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
58,นายอารมณ์ เวียงด้าน,นาย,อารมณ์ เวียงด้าน,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
59,นางสาวอิสราพร บูรณอรรจน์,นางสาว,อิสราพร บูรณอรรจน์,ภูมิใจไทย,บัญชีรายชื่อ,,,female,,,
60,นายธงธรรม ภูอ่าว,นาย,ธงธรรม ภูอ่าว,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
61,นางมยุรี ดำเนินผล,นาง,มยุรี ดำเนินผล,ภูมิใจไทย,บัญชีรายชื่อ,,,female,,,
62,นางสาวอภิรดี กู้ตลาด,นางสาว,อภิรดี กู้ตลาด,ภูมิใจไทย,บัญชีรายชื่อ,,,female,,,
63,นายกชพงศ์ โรจน์ไพศาลกิจ,นาย,กชพงศ์ โรจน์ไพศาลกิจ,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
64,นางจิณณา สืบสายไทย,นาง,จิณณา สืบสายไทย,ภูมิใจไทย,บัญชีรายชื่อ,,,female,,,
65,นายณัฐกฤตย์ ณ ชุมพร,นาย,ณัฐกฤตย์ ณ ชุมพร,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
66,นายสุรัตน์ ขาวเหลือง,นาย,สุรัตน์ ขาวเหลือง,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
67,นายพัสกร รังสิวัฒนศักดิ์,นาย,พัสกร รังสิวัฒนศักดิ์,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
68,นายมนตรี เปรมบุญ,นาย,มนตรี เปรมบุญ,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
69,นายวรฐ สุนทรนนท์,นาย,วรฐ สุนทรนนท์,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
70,นายวิรัตน์ รักษ์พันธ์,นาย,วิรัตน์ รักษ์พันธ์,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
71,นายสมร ทิพบุญชู,นาย,สมร ทิพบุญชู,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
68,พลตำรวจเอกพุฒพงศ์ ภู่เพียนเลิศ,พลตำรวจเอก,พุฒพงศ์ ภู่เพียนเลิศ,ก้าวไกล,บัญชีรายชื่อ,,,male,,,
73,นายอุดมเกียรติอภินันทิกุล ปานมี,นาย,อุดมเกียรติอภินันทิกุล ปานมี,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
74,นายจักรพงษ์ วุฑฒยากร,นาย,จักรพงษ์ วุฑฒยากร,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
75,นางสาวชนิกานต์ นุ่มบัว,นางสาว,ชนิกานต์ นุ่มบัว,ภูมิใจไทย,บัญชีรายชื่อ,,,female,,,
76,นายโกมินทร์ โรจน์พานิช,นาย,โกมินทร์ โรจน์พานิช,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
77,นายเชาวฤทธิ์ ทรงนวรัตน์,นาย,เชาวฤทธิ์ ทรงนวรัตน์,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
78,นายดำรงค์ ดีสกูล,นาย,ดำรงค์ ดีสกูล,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
79,นายณัฐกร มั่นจิตต์,นาย,ณัฐกร มั่นจิตต์,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
80,นายธเนศ แสงโชติ,นาย,ธเนศ แสงโชติ,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
81,นายธรรศกร พันธารีกุล,นาย,ธรรศกร พันธารีกุล,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
82,นายณัฐพล จรัสสุริยพงศ์,นาย,ณัฐพล จรัสสุริยพงศ์,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
83,นายเปรมกมล พาชีรัตน์,นาย,เปรมกมล พาชีรัตน์,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
84,นายพิษณุ เนียมประเสริฐ,นาย,พิษณุ เนียมประเสริฐ,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
85,นายเลิศศักดิ์ ปนกลิ่น,นาย,เลิศศักดิ์ ปนกลิ่น,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
86,นายวัชรินทร์ ทองคำใน,นาย,วัชรินทร์ ทองคำใน,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
87,นายวีรศักดิ์ ชุณหจักร,นาย,วีรศักดิ์ ชุณหจักร,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
88,นายศารัช โชคแจ่มใส,นาย,ศารัช โชคแจ่มใส,ภูมิใจไทย,บัญชีรายชื่อ,,,male,,,
